table_size;sample_size;rf_accuracy;train_test_overfit;cv_overfit;best_rf;rf_cmatrix;discarded;rf_perm_importance;travel_mode;distance_threshold;trip_purpose;age_cohort;activity_cohort;schema
3331;245514.0;0.674;True;True;{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 100};"[[ 29  22]
 [413 869]]";False;{'Feature': {57: 'des_betweenness', 36: 'dem_income', 51: 'den_perc_shopping_alone', 66: 'div_wt_sport', 13: 'acc_transportation', 40: 'den_perc_care_public', 45: 'den_perc_leisure_cultural', 34: 'dem_hou_structure_worker', 15: 'dem_activity_student', 9: 'acc_shopping_alone', 52: 'den_perc_shopping_mall', 24: 'dem_cohort_ages_6-12', 33: 'dem_hou_structure_students_age6_12', 25: 'dem_cohort_less_5', 22: 'dem_cohort_ages_19-40', 32: 'dem_hou_structure_students_age13_18', 21: 'dem_cohort_ages_13-18', 20: 'dem_att_vehicle', 4: 'acc_parks_L', 30: 'dem_hou_structure_children', 26: 'dem_cohort_more_65', 2: 'acc_leisure_cultural', 16: 'dem_activity_unemployed', 28: 'dem_gender', 19: 'dem_att_license', 23: 'dem_cohort_ages_41-65', 3: 'acc_leisure_shows', 50: 'den_perc_school_superior', 61: 'div_ut_shopping', 53: 'den_perc_shopping_market', 31: 'dem_hou_structure_other', 27: 'dem_education', 1: 'acc_care_public', 43: 'den_perc_industrial', 14: 'dem_activity_retired', 17: 'dem_activity_worker', 42: 'den_perc_housing_sfr', 8: 'acc_school_superior', 59: 'des_mean_degree', 12: 'acc_sport_other', 46: 'den_perc_leisure_shows', 64: 'div_wt_school', 41: 'den_perc_housing_ch', 65: 'div_wt_shopping', 48: 'den_perc_parking', 62: 'div_wt_care', 54: 'den_perc_sport_other', 18: 'dem_att_card', 0: 'acc_care_other', 5: 'acc_parks_M', 47: 'den_perc_office', 10: 'acc_shopping_mall', 39: 'den_perc_care_other', 55: 'den_perc_storage', 56: 'den_perc_unbuilt', 49: 'den_perc_school_basic', 37: 'den_built_total', 6: 'acc_parks_S', 60: 'div_ut_care', 29: 'dem_hou_size', 35: 'dem_household_size', 63: 'div_wt_leisure', 44: 'den_perc_leisure_bar', 38: 'den_far_ag', 7: 'acc_school_basic', 11: 'acc_shopping_market', 58: 'des_building_age'}, 'Importance_Mean': {57: 0.009727431857964479, 36: 0.007701925481370313, 51: 0.005901475368842176, 66: 0.0021505376344085852, 13: 0.0019254813703425708, 40: 0.00142535633908476, 45: 0.0010752688172042926, 34: 0.00095023755938984, 15: 0.0008752188047011685, 9: 0.0008752188047011685, 52: 0.0007751937984496064, 24: 0.000425106276569139, 33: 2.5006251562890528e-05, 25: 0.0, 22: 0.0, 32: 0.0, 21: 0.0, 20: 0.0, 4: 0.0, 30: 0.0, 26: 0.0, 2: -5.0012503125781056e-05, 16: -0.0003250812703175769, 28: -0.0005501375343835917, 19: -0.0006001500375093727, 23: -0.0006501625406351538, 3: -0.000900225056264059, 50: -0.0009002250562640627, 61: -0.00095023755938984, 53: -0.0010002500625156286, 31: -0.0011252813203300811, 27: -0.0012003000750187454, 1: -0.0013003250812703112, 43: -0.001325331332833209, 14: -0.0013503375843960884, 17: -0.0014753688422105412, 42: -0.001475368842210556, 8: -0.0015253813453363222, 59: -0.0016004001000249975, 12: -0.002075518879719914, 46: -0.002175543885971476, 64: -0.0025756439109777354, 41: -0.0027756939234808748, 65: -0.0031257814453613344, 48: -0.0031507876969242214, 62: -0.003250812703175787, 54: -0.003325831457864466, 18: -0.0034258564641160283, 0: -0.0034508627156789227, 5: -0.003500875218804689, 47: -0.0037009252313078204, 10: -0.0039009752438109446, 39: -0.004076019004751197, 55: -0.004151037759439854, 56: -0.004301075268817208, 49: -0.0043010752688172225, 37: -0.004526131532883234, 6: -0.0046761690422605735, 60: -0.005026256564141066, 29: -0.005376344086021527, 35: -0.0054763690922730816, 63: -0.0056764191047762235, 44: -0.00625156289072271, 38: -0.00955238809702429, 7: -0.010777694423605929, 11: -0.02063015753938487, 58: -0.022930732683170817}, 'Importance_Std': {57: 0.0029975184731588864, 36: 0.0038784688112710824, 51: 0.002730609391291561, 66: 0.0019148976963317328, 13: 0.0021972798450826214, 40: 0.0025649393844379034, 45: 0.0013514947853835015, 34: 0.0011771545182235285, 15: 0.0006448510606765454, 9: 0.0016784020199599604, 52: 0.0020905286130059215, 24: 0.0006331077219891005, 33: 0.00030524020044345103, 25: 0.0, 22: 0.0, 32: 0.0, 21: 0.0, 20: 0.0, 4: 0.0, 30: 0.0, 26: 0.0, 2: 0.0009476016664914364, 16: 0.0011890466044479767, 28: 0.0007970681395603453, 19: 0.0008748614996016887, 23: 0.0009436340217110808, 3: 0.0010139102241917047, 50: 0.0014417139590297149, 61: 0.0019363301507982784, 53: 0.0035311093989704974, 31: 0.001875468867216809, 27: 0.0010176038984433932, 1: 0.0015846941253068114, 43: 0.002313720232888307, 14: 0.001428642846420164, 17: 0.0015554210092607018, 42: 0.0027012539551876497, 8: 0.0012625061826820945, 59: 0.0016058609010254844, 12: 0.0017612994901665612, 46: 0.0010313373657064827, 64: 0.0018947083510392267, 41: 0.002114322563033573, 65: 0.0015138595516544623, 48: 0.0015783679757999092, 62: 0.001789301707426703, 54: 0.0017181678806003622, 18: 0.0020378177276198584, 0: 0.0018538387589748294, 5: 0.0012750736468099134, 47: 0.00122402983251019, 10: 0.0020073650653052912, 39: 0.0025746726112690606, 55: 0.001091143997462965, 56: 0.0015366133028994753, 49: 0.001984179487359609, 37: 0.002221056333662108, 6: 0.0016850948325913223, 60: 0.0020965024174767165, 29: 0.001463453352178032, 35: 0.002873978837943304, 63: 0.0018847814139746485, 44: 0.0027620307619873282, 38: 0.0025692022083603433, 7: 0.003003770256521312, 11: 0.005771245667667725, 58: 0.00469964540716211}};walking;600;Sport / Stroll;all_features_all;;
5257;375554.0;0.673;False;True;{'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 50};"[[  83   83]
 [ 605 1332]]";False;{'Feature': {1: 'des_building_age', 0: 'des_betweenness', 2: 'des_straightness'}, 'Importance_Mean': {1: 0.06362339514978599, 0: 0.028609922333174807, 2: 0.01740370898716117}, 'Importance_Std': {1: 0.006744217080928735, 0: 0.004167321865631612, 2: 0.004875013906403032}};walking;1200;Sport / Stroll;only_design;;
13481;1001820.0;0.671;False;False;{'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 100};"[[ 324  168]
 [1607 3294]]";False;{'Feature': {6: 'dem_income', 0: 'acc_general', 13: 'des_betweenness', 14: 'des_building_age', 3: 'dem_attitude', 7: 'dem_social', 11: 'den_perc_unbuilt', 15: 'des_mean_degree', 10: 'den_perc_housing_sfr', 4: 'dem_gender', 2: 'acc_transportation', 1: 'acc_green_areas', 12: 'den_urban_form', 8: 'den_land_use_walkable', 9: 'den_less_walkable', 16: 'div_unpaired', 17: 'div_walkable', 5: 'dem_household_size'}, 'Importance_Mean': {6: 0.011039001174361792, 0: 0.006836022003832091, 13: 0.005377340997589426, 14: 0.004295691946350163, 3: 0.001860436368131487, 7: 0.0009889362754187134, 11: 0.00026577662401874316, 15: 5.5627665492263836e-05, 10: -0.00010507447926328221, 4: -0.00016070214475556084, 2: -0.00019778725508379225, 1: -0.0014339575993572383, 12: -0.0018418938129674618, 8: -0.002231287471413597, 9: -0.0026330428333024756, 16: -0.003912479139625487, 17: -0.004697447308239114, 5: -0.004771617528895518}, 'Importance_Std': {6: 0.0016283230683798715, 0: 0.0026707001833970955, 13: 0.0010532867744182247, 14: 0.0035600042626191966, 3: 0.0024409982542948146, 7: 0.001899644329611291, 11: 0.0008914365402875274, 15: 0.0015676594513510508, 10: 0.0012212618523918814, 4: 0.00029017107594550833, 2: 0.0010166702612004316, 1: 0.0011910935875340558, 12: 0.0010874786614988316, 8: 0.0012322857562808741, 9: 0.0010295154367343858, 16: 0.00158886364590199, 17: 0.0014116177685760765, 5: 0.001405596892614315}};walking;600;all;combined_features_all;;
4738;338083.0;0.671;False;False;{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 100};"[[ 121  100]
 [ 523 1152]]";False;{'Feature': {1: 'dem_household_size', 0: 'dem_income'}, 'Importance_Mean': {1: 0.039873417721518964, 0: 0.03083684950773557}, 'Importance_Std': {1: 0.008324426866476758, 0: 0.006589990013135297}};walking;1200;Shopping;all_features_dem;;
21228;1560109.0;0.671;False;False;{'max_depth': 10, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 50};"[[1014  621]
 [2169 4688]]";False;{'Feature': {6: 'dem_income', 7: 'dem_social', 3: 'dem_attitude', 14: 'des_betweenness', 13: 'den_urban_form', 1: 'acc_green_areas', 4: 'dem_gender', 5: 'dem_household_size', 9: 'den_less_walkable', 15: 'des_straightness', 16: 'div_walkable', 10: 'den_perc_housing_sfr', 11: 'den_perc_unbuilt', 12: 'den_pop_total', 0: 'acc_general', 8: 'den_land_use_walkable', 2: 'acc_transportation'}, 'Importance_Mean': {6: 0.007171455487517675, 7: 0.00566022923535879, 3: 0.005318731355000813, 14: 0.00222169885382324, 13: 0.0014955252001884448, 1: 0.001409169414350786, 4: 0.0008517820693986692, 5: 0.0008439315434134417, 9: 0.0008243052284503245, 15: -0.00012953367875645123, 16: -0.0012835609985868783, 10: -0.0013777673104097758, 11: -0.0013816925734024045, 12: -0.002869367247605566, 0: -0.004953681896687049, 8: -0.007414821793060107, 2: -0.007477626000942028}, 'Importance_Std': {6: 0.0017988714154548214, 7: 0.0026626364085148508, 3: 0.0024947045929372734, 14: 0.0013674570691286267, 13: 0.0019388137132187963, 1: 0.0012563846496432016, 4: 0.0007903436863176001, 5: 0.0014679906336493753, 9: 0.001253997127835534, 15: 0.0014336670447347426, 16: 0.0013163450063513491, 10: 0.0016215137421358313, 11: 0.001098765181128449, 12: 0.0015951691206102787, 0: 0.0026036538983502332, 8: 0.002793367289993787, 2: 0.0017777801667384387}};walking;1200;all;combined_features_all;;
21228;1560109.0;0.671;False;False;{'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 50};"[[ 934  701]
 [2093 4764]]";False;{'Feature': {11: 'acc_shopping_market', 7: 'acc_school_basic', 40: 'div_wt_school', 20: 'den_perc_leisure_bar', 29: 'den_perc_shopping_market', 8: 'acc_school_superior', 17: 'den_perc_housing_ch', 25: 'den_perc_school_basic', 38: 'div_wt_care', 33: 'den_pop_total', 4: 'acc_parks_L', 24: 'den_perc_parking', 34: 'des_betweenness', 16: 'den_perc_care_public', 13: 'acc_transportation', 28: 'den_perc_shopping_mall', 35: 'des_mean_degree', 0: 'acc_care_other', 1: 'acc_care_public', 10: 'acc_shopping_mall', 31: 'den_perc_storage', 6: 'acc_parks_S', 23: 'den_perc_office', 15: 'den_perc_care_other', 14: 'den_far_ag', 32: 'den_perc_unbuilt', 37: 'div_ut_care', 3: 'acc_leisure_shows', 5: 'acc_parks_M', 26: 'den_perc_school_superior', 27: 'den_perc_shopping_alone', 12: 'acc_sport_other', 21: 'den_perc_leisure_cultural', 22: 'den_perc_leisure_shows', 36: 'des_straightness', 2: 'acc_leisure_cultural', 19: 'den_perc_industrial', 30: 'den_perc_sport_other', 18: 'den_perc_housing_sfr', 39: 'div_wt_leisure', 41: 'div_wt_sport', 9: 'acc_shopping_alone'}, 'Importance_Mean': {11: 0.006723975506358985, 7: 0.00613911132045852, 40: 0.005644528183388327, 20: 0.0030185272413252085, 29: 0.0027830114617680033, 8: 0.0026024493641074544, 17: 0.002347307269587114, 25: 0.00228450306170519, 38: 0.002111791490029887, 33: 0.001974407285288164, 4: 0.001939079918354599, 24: 0.0018448736065316865, 34: 0.0017310409797457015, 16: 0.0016760872978490123, 13: 0.0013149631025279219, 28: 0.001299262050557452, 35: 0.001079447322970691, 0: 0.000847856806406085, 1: 0.000812529439472498, 10: 0.0007379494426127138, 31: 0.0006986968126865019, 6: 0.000467106296121896, 23: 0.0004121526142252067, 15: 0.000361124195321146, 14: 0.00034149788035802895, 32: 0.0002983199874392069, 37: 0.00021196420160155918, 3: 0.00020803893860893059, 5: 0.00018056209766058965, 26: 0.00012168315277128287, 27: 5.49536818967374e-05, 12: -7.065473386711855e-05, 21: -9.81315748154521e-05, 22: -0.00012560841576380783, 36: -0.00016486104569000867, 2: -0.0001923378866383533, 19: -0.0002590673575129062, 30: -0.0007536504945830876, 18: -0.0008871094363321786, 39: -0.000945988381221489, 41: -0.0012560841576385077, 9: -0.003167687235044692}, 'Importance_Std': {11: 0.001035711714205654, 7: 0.0014107157100165478, 40: 0.0009662527395317818, 20: 0.0014722038863178907, 29: 0.0006903219759210002, 8: 0.0005441977591432382, 17: 0.0013137380842053, 25: 0.0008878039013175117, 38: 0.0007857980445738637, 33: 0.0009560332381575862, 4: 0.0002610816320979091, 24: 0.00036018432240397287, 34: 0.0006224853289640837, 16: 0.0009255716867397571, 13: 0.0005912050724551118, 28: 0.0003224693735051182, 35: 0.0003572851914295376, 0: 0.0007724295246618378, 1: 0.0006780714300107701, 10: 0.0006042355598961886, 31: 0.0005230477376390251, 6: 0.0004229277339172639, 23: 0.0005830700388192548, 15: 0.00029468243647548943, 14: 0.0007324692199756984, 32: 0.0008037113767797897, 37: 0.0005425389399645533, 3: 0.0002830819552850189, 5: 0.0002663400134037985, 26: 0.0004944740899655457, 27: 0.000821346625821997, 12: 0.0005289064299796337, 21: 0.00014288172965300076, 22: 0.00049208459551624, 36: 0.0005218681065982157, 2: 0.00019817719518549825, 19: 0.0004585002904835506, 30: 0.0005837434901875082, 18: 0.0010050819660071995, 39: 0.0010747553576122878, 41: 0.0004303491937090816, 9: 0.0014921214928041715}};walking;1200;all;all_features_be;;
4738;338083.0;0.67;False;True;{'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 100};"[[ 139   82]
 [ 544 1131]]";False;{'Feature': {14: 'den_urban_form', 18: 'div_walkable', 6: 'den_land_use_walkable', 7: 'den_less_walkable', 0: 'acc_general', 3: 'acc_shopping_mall', 5: 'acc_transportation', 11: 'den_perc_shopping_market', 12: 'den_perc_unbuilt', 16: 'des_mean_degree', 1: 'acc_green_areas', 4: 'acc_shopping_market', 10: 'den_perc_shopping_mall', 17: 'des_straightness', 8: 'den_perc_housing_sfr', 15: 'des_betweenness', 9: 'den_perc_shopping_alone', 13: 'den_pop_total', 2: 'acc_shopping_alone'}, 'Importance_Mean': {14: 0.006381856540084374, 18: 0.004008438818565382, 6: 0.003955696202531634, 7: 0.002795358649789011, 0: 0.00261954992967649, 3: 0.0013888888888888692, 5: 0.0008263009845288124, 11: 0.0005274261603375296, 12: 0.00026371308016876296, 16: 0.000210970464135, 1: -0.00010548523206752592, 4: -0.0010900140646976197, 10: -0.001599859353023921, 17: -0.0032524613220815974, 8: -0.0037974683544304, 15: -0.004658931082981739, 9: -0.014310829817158944, 13: -0.020253164556962043, 2: -0.04507735583684951}, 'Importance_Std': {14: 0.0021330894543388442, 18: 0.0021983824236766034, 6: 0.0015149163097410551, 7: 0.001760634582052667, 0: 0.0030828749615783684, 3: 0.0027081962378640747, 5: 0.0019578019918886636, 11: 0.0018572591626222462, 12: 0.0022158176727426, 16: 0.0014641816324653216, 1: 0.0014308713044567923, 4: 0.0024281978439689984, 10: 0.0017358829898730139, 17: 0.0023902874966405543, 8: 0.002251724704161098, 15: 0.0016289605323345237, 9: 0.002773323352561324, 13: 0.004989871467264183, 2: 0.0050840039695078144}};walking;1200;Shopping;purpose_combined_features_be;;
23560;1722129.0;0.669;False;False;{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 100};"[[1157 1035]
 [2082 5150]]";False;{'Feature': {2: 'den_pop_total', 0: 'den_perc_housing_sfr', 1: 'den_perc_unbuilt'}, 'Importance_Mean': {2: 0.10920698924731184, 0: 0.08606748726655347, 1: 0.04445741369552916}, 'Importance_Std': {2: 0.003398909324796792, 0: 0.003768332731015811, 1: 0.0031115127196869813}};walking;1500;all;only_density;;
3917;305460.0;0.669;True;False;{'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 50};"[[118  66]
 [453 930]]";False;{'Feature': {60: 'des_building_age', 12: 'acc_shopping_market', 24: 'dem_cohort_ages_6-12', 61: 'des_mean_degree', 64: 'div_wt_leisure', 44: 'den_perc_industrial', 50: 'den_perc_school_basic', 34: 'dem_hou_structure_students_age6_12', 40: 'den_perc_care_other', 52: 'den_perc_shopping_alone', 45: 'den_perc_leisure_bar', 48: 'den_perc_office', 54: 'den_perc_shopping_market', 7: 'acc_parks_S', 0: 'acc_care_other', 27: 'dem_education', 43: 'den_perc_housing_sfr', 56: 'den_perc_storage', 53: 'den_perc_shopping_mall', 1: 'acc_care_public', 8: 'acc_school_basic', 21: 'dem_cohort_ages_13-18', 6: 'acc_parks_M', 67: 'div_wt_sport', 37: 'dem_income', 49: 'den_perc_parking', 18: 'dem_att_card', 57: 'den_perc_unbuilt', 59: 'des_betweenness', 9: 'acc_school_superior', 51: 'den_perc_school_superior', 4: 'acc_leisure_shows', 33: 'dem_hou_structure_students_age13_18', 20: 'dem_att_vehicle', 28: 'dem_gender', 17: 'dem_activity_worker', 23: 'dem_cohort_ages_41-65', 19: 'dem_att_license', 5: 'acc_parks_L', 47: 'den_perc_leisure_shows', 30: 'dem_hou_structure_children', 22: 'dem_cohort_ages_19-40', 31: 'dem_hou_structure_other', 35: 'dem_hou_structure_worker', 26: 'dem_cohort_more_65', 32: 'dem_hou_structure_retiree', 16: 'dem_activity_unemployed', 15: 'dem_activity_retired', 25: 'dem_cohort_less_5', 29: 'dem_hou_size', 38: 'den_built_total', 11: 'acc_shopping_mall', 3: 'acc_leisure_cultural', 65: 'div_wt_school', 14: 'acc_transportation', 58: 'den_pop_total', 2: 'acc_leisure_bar', 46: 'den_perc_leisure_cultural', 62: 'div_ut_care', 41: 'den_perc_care_public', 36: 'dem_household_size', 42: 'den_perc_housing_ch', 66: 'div_wt_shopping', 13: 'acc_sport_other', 63: 'div_wt_care', 55: 'den_perc_sport_other', 10: 'acc_shopping_alone', 39: 'den_far_ag'}, 'Importance_Mean': {60: 0.011827270793448178, 12: 0.009551159327802568, 24: 0.004850031908104632, 61: 0.0048287598383322415, 64: 0.0026802807913209694, 44: 0.0025313763029142567, 50: 0.002425015954052308, 34: 0.002361199744735143, 40: 0.002361199744735121, 52: 0.0022335673261007975, 45: 0.0021484790470112534, 48: 0.002105934907466474, 54: 0.0020846628376940844, 7: 0.001999574558604526, 0: 0.0018506700701978128, 27: 0.0015954052329291443, 43: 0.0015741331631567508, 56: 0.0015315890236119753, 53: 0.0015103169538395892, 1: 0.0014252286747500269, 8: 0.001403956604977641, 21: 0.0013188683258880858, 6: 0.0012975962561156999, 67: 0.0012975962561156925, 37: 0.0012550521165709094, 49: 0.0010423314188470311, 18: 0.0009785152095298658, 57: 0.0008934269304403109, 59: 0.0008296107211231492, 9: 0.0007870665815783588, 51: 0.00046798553499253955, 4: 0.00040416932567536684, 33: 0.00038289725590298087, 20: 6.381620931713571e-05, 28: 4.254413954476825e-05, 17: 0.0, 23: 0.0, 19: 0.0, 5: 0.0, 47: 0.0, 30: 0.0, 22: 0.0, 31: 0.0, 35: 0.0, 26: 0.0, 32: 0.0, 16: 0.0, 15: 0.0, 25: -0.00029780897681345547, 29: -0.0003190810465858636, 38: -0.00034035311635823853, 11: -0.00040416932567541124, 3: -0.000723250372261249, 65: -0.0007445224420336349, 14: -0.0008721548606679619, 58: -0.001169963837481421, 2: -0.0011912359072537959, 46: -0.0015954052329292072, 62: -0.001637949372473968, 41: -0.0017655817911083024, 36: -0.0023186556051904192, 42: -0.002467560093597132, 66: -0.0031057221867688074, 13: -0.004318230163794964, 63: -0.0043395022335673645, 55: -0.004764943629015121, 10: -0.006424165071261471, 39: -0.00899808551372051}, 'Importance_Std': {60: 0.0035825601200695444, 12: 0.003382794197890039, 24: 0.00174067411576081, 61: 0.0033675104109907343, 64: 0.002273625052693023, 44: 0.0013333702568997827, 50: 0.002106257186894121, 34: 0.002461409200377321, 40: 0.001721461221543086, 52: 0.0018768910235932037, 45: 0.0030225058689821345, 48: 0.0021366520794873192, 54: 0.003336122513527395, 7: 0.0020889995655717403, 0: 0.0017072078474565623, 27: 0.002002853200571181, 43: 0.0034473881437792698, 56: 0.0014608198011818066, 53: 0.0021827465560238907, 1: 0.0028044463007318127, 8: 0.0026281123525174204, 21: 0.0009164288121054176, 6: 0.0009534539387796065, 67: 0.0014873725680845358, 37: 0.004208914323856164, 49: 0.0021260366914842726, 18: 0.0007681544388541773, 57: 0.001451497307741504, 59: 0.0018136232858577993, 9: 0.0025402984238463073, 51: 0.003086723190336875, 4: 0.0008793884964303024, 33: 0.003141935832824793, 20: 0.0012693919377014054, 28: 0.0008391015921427921, 17: 0.0, 23: 0.0, 19: 0.0, 5: 0.0, 47: 0.0, 30: 0.0, 22: 0.0, 31: 0.0, 35: 0.0, 26: 0.0, 32: 0.0, 16: 0.0, 15: 0.0, 25: 0.0004275633108326432, 29: 0.0014622130488053167, 38: 0.000957006754239704, 11: 0.0028275854236397406, 3: 0.0011020492530941324, 65: 0.002449984721096096, 14: 0.0018821875454774484, 58: 0.0021988571296036375, 2: 0.0032445311150712743, 46: 0.0006941999094695031, 62: 0.0015863031854926421, 41: 0.0017335105494047517, 36: 0.0013931175775394892, 42: 0.003107761304871243, 66: 0.0020162511144135725, 13: 0.001975097645852553, 63: 0.0016592214422463307, 55: 0.0020496387101375663, 10: 0.0028488694393164417, 39: 0.0035735177875196537}};walking;600;Study;all_features_all;;
4738;338083.0;0.668;False;True;{'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 100};"[[ 139   82]
 [ 547 1128]]";False;{'Feature': {10: 'des_straightness', 8: 'den_urban_form', 6: 'den_perc_unbuilt', 9: 'des_betweenness', 2: 'acc_transportation', 3: 'den_land_use_walkable', 1: 'acc_green_areas', 0: 'acc_general', 5: 'den_perc_housing_sfr', 4: 'den_less_walkable', 7: 'den_pop_total'}, 'Importance_Mean': {10: 0.0027601969057665025, 8: -0.0013537271448664197, 6: -0.00242616033755277, 9: -0.00249648382559778, 2: -0.004465541490857971, 3: -0.0062412095639944095, 1: -0.006803797468354455, 0: -0.00715541490857949, 5: -0.007964135021097074, 4: -0.00882559774964841, 7: -0.03800984528832633}, 'Importance_Std': {10: 0.0031840798792169083, 8: 0.0023097947429000466, 6: 0.0029698667248633875, 9: 0.002306781922202073, 2: 0.002457803392025491, 3: 0.0027170838125178706, 1: 0.0028609324448091336, 0: 0.005470476972048459, 5: 0.0031272709647310374, 4: 0.002843322204577219, 7: 0.006906307179331082}};walking;1200;Shopping;combined_features_be;;
4381;317898.0;0.667;False;True;{'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 50};"[[  49   46]
 [ 537 1121]]";False;{'Feature': {1: 'den_perc_unbuilt', 0: 'den_perc_housing_sfr', 2: 'den_pop_total'}, 'Importance_Mean': {1: -0.00505799581669513, 0: -0.015269062559421882, 2: -0.025480129302148644}, 'Importance_Std': {1: 0.004524776183376564, 0: 0.006729840423248907, 2: 0.0063579591166763655}};walking;900;Sport / Stroll;only_density;;
23560;1722129.0;0.667;False;False;{'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 100};"[[1181 1011]
 [2130 5102]]";False;{'Feature': {2: 'acc_leisure_bar', 17: 'den_perc_housing_ch', 7: 'acc_parks_S', 12: 'acc_sport_other', 18: 'den_perc_housing_sfr', 25: 'den_perc_school_basic', 21: 'den_perc_leisure_cultural', 16: 'den_perc_care_public', 23: 'den_perc_office', 29: 'den_perc_shopping_market', 19: 'den_perc_industrial', 34: 'des_betweenness', 14: 'den_far_ag', 13: 'acc_transportation', 5: 'acc_parks_L', 6: 'acc_parks_M', 37: 'div_ut_care', 32: 'den_perc_unbuilt', 3: 'acc_leisure_cultural', 38: 'div_wt_care', 24: 'den_perc_parking', 28: 'den_perc_shopping_mall', 11: 'acc_shopping_market', 22: 'den_perc_leisure_shows', 36: 'des_straightness', 20: 'den_perc_leisure_bar', 31: 'den_perc_storage', 40: 'div_wt_sport', 39: 'div_wt_school', 8: 'acc_school_basic', 30: 'den_perc_sport_other', 27: 'den_perc_shopping_alone', 9: 'acc_school_superior', 33: 'den_pop_total', 26: 'den_perc_school_superior', 15: 'den_perc_care_other', 4: 'acc_leisure_shows', 10: 'acc_shopping_mall', 35: 'des_mean_degree', 0: 'acc_care_other', 1: 'acc_care_public'}, 'Importance_Mean': {2: 0.013309988681380927, 17: 0.0017367006225241122, 7: 0.0009833050367855645, 12: 0.0009443972835314692, 18: 0.0009302490096208871, 25: 0.0007958404074703237, 21: 0.0005906904357668941, 16: 0.00046689303904927647, 23: 0.0004456706281834181, 29: 0.00015209394453881143, 19: 7.781550650826086e-05, 34: -7.781550650815723e-05, 14: -9.550084889637563e-05, 13: -0.00011318619128461624, 5: -0.00013087153367284573, 6: -0.00014148273910576567, 37: -0.00033248443689863904, 32: -0.000470430107526835, 3: -0.00047396717600447873, 38: -0.000544708545557393, 24: -0.0005482456140350367, 28: -0.0005977645727220777, 11: -0.0006791171477079305, 22: -0.0006826542161855705, 36: -0.0008524335031125559, 20: -0.0009797679683078097, 31: -0.0010222127900395598, 40: -0.001064657611771295, 39: -0.0012768817204300527, 8: -0.0014643463497452862, 30: -0.0018498868138086544, 27: -0.0018675721561968802, 9: -0.0018817204301074734, 33: -0.002104555744199151, 26: -0.002185908319185, 15: -0.002751839275608318, 4: -0.0027518392756083255, 10: -0.0031303056027164027, 35: -0.003420345217883358, 0: -0.0047432088285228715, 1: -0.005072156196943918}, 'Importance_Std': {2: 0.002091903157066844, 17: 0.0010264143682112477, 7: 0.00037459542430316175, 12: 0.00043350378216925586, 18: 0.0007521657412464405, 25: 0.0004557880219633811, 21: 0.0003852158256898385, 16: 0.0004898041701503616, 23: 0.00031762796152579433, 29: 0.0003034672832314821, 19: 0.0004877564848878862, 34: 0.00037157741897760407, 14: 0.0005954578882257163, 13: 0.00034322324478517946, 5: 0.00018108270707653805, 6: 0.0003954562778543759, 37: 0.0007340077598278214, 32: 0.00032612078266437775, 3: 0.0003590429411558877, 38: 0.0007047914046093269, 24: 0.000512630935463057, 28: 0.0004387818629022532, 11: 0.0008037477383891012, 22: 0.00035584033978573097, 36: 0.0009018414881185091, 20: 0.0012974871661987641, 31: 0.0009329349180230829, 40: 0.0005866524240199669, 39: 0.0008325946654299852, 8: 0.0011763292188728643, 30: 0.00036929772959356876, 27: 0.0009579906905348533, 9: 0.0005627830532880373, 33: 0.0007893687695631886, 26: 0.0005449381769261757, 15: 0.0006324927262947675, 4: 0.0006860089373175319, 10: 0.0007314551567363493, 35: 0.0011205363714036605, 0: 0.0012713239720473033, 1: 0.0006674102374158}};walking;1500;all;all_features_be;;
